timestamp,user_id,success,reason,context
2025-11-23 21:52:53.794175,USER-0006,True,Authentication successful,{}
2025-11-23 21:52:53.798046,USER-0022,True,Authentication successful,"{'device_id': 'DEV-0003', 'location': 'office', 'ip_address': '113.106.53.130'}"
2025-11-23 21:52:53.798124,USER-0028,True,Authentication successful,"{'device_id': 'DEV-0023', 'location': 'office', 'ip_address': '221.16.169.217'}"
2025-11-23 21:52:53.798137,USER-0023,True,Authentication successful,{}
2025-11-23 21:52:53.798190,USER-0046,True,Authentication successful,"{'device_id': 'DEV-0018', 'location': 'remote', 'ip_address': '104.29.120.91'}"
2025-11-23 21:52:53.798224,USER-0030,True,Authentication successful,"{'device_id': 'DEV-0024', 'location': 'remote', 'ip_address': '108.104.137.238'}"
2025-11-23 21:52:53.798258,USER-0044,True,Authentication successful,"{'device_id': 'DEV-0066', 'location': 'remote', 'ip_address': '111.215.36.175'}"
2025-11-23 21:52:53.798289,USER-0027,True,Authentication successful,"{'device_id': 'DEV-0068', 'location': 'office', 'ip_address': '162.171.13.208'}"
2025-11-23 21:52:53.798320,USER-0035,True,Authentication successful,"{'device_id': 'DEV-0063', 'location': 'remote', 'ip_address': '194.8.56.75'}"
2025-11-23 21:52:53.798352,USER-0009,True,Authentication successful,"{'device_id': 'DEV-0062', 'location': 'remote', 'ip_address': '146.167.159.247'}"
2025-11-23 21:52:53.798361,USER-0026,True,Authentication successful,{}
2025-11-23 21:52:53.798399,USER-0017,True,Authentication successful,"{'device_id': 'DEV-0059', 'location': 'hybrid', 'ip_address': '180.72.32.3'}"
2025-11-23 21:52:53.798409,USER-0032,True,Authentication successful,{}
2025-11-23 21:52:53.798444,USER-0008,False,Invalid credentials,"{'device_id': 'DEV-0034', 'location': 'hybrid', 'ip_address': '102.143.54.119'}"
2025-11-23 21:52:53.798453,USER-0016,True,Authentication successful,{}
2025-11-23 21:52:53.798489,USER-0014,True,Authentication successful,{}
2025-11-23 21:52:53.798501,USER-0007,True,Authentication successful,{}
2025-11-23 21:52:53.798538,USER-0023,True,Authentication successful,"{'device_id': 'DEV-0007', 'location': 'hybrid', 'ip_address': '189.214.195.183'}"
2025-11-23 21:52:53.798571,USER-0012,True,Authentication successful,"{'device_id': 'DEV-0070', 'location': 'remote', 'ip_address': '159.69.199.148'}"
2025-11-23 21:52:53.798580,USER-0034,True,Authentication successful,{}
2025-11-23 21:52:53.798594,USER-0035,True,Authentication successful,{}
2025-11-23 21:52:53.798631,USER-0033,True,Authentication successful,"{'device_id': 'DEV-0050', 'location': 'office', 'ip_address': '46.155.46.21'}"
2025-11-23 21:52:53.798640,USER-0004,True,Authentication successful,{}
2025-11-23 21:52:53.798652,USER-0016,True,Authentication successful,{}
2025-11-23 21:52:53.798689,USER-0016,True,Authentication successful,"{'device_id': 'DEV-0020', 'location': 'remote', 'ip_address': '23.39.42.132'}"
2025-11-23 21:52:53.798720,USER-0014,True,Authentication successful,"{'device_id': 'DEV-0040', 'location': 'hybrid', 'ip_address': '184.231.11.12'}"
2025-11-23 21:52:53.798729,USER-0021,True,Authentication successful,{}
2025-11-23 21:52:53.798742,USER-0004,True,Authentication successful,{}
2025-11-23 21:52:53.798777,USER-0038,True,Authentication successful,"{'device_id': 'DEV-0016', 'location': 'remote', 'ip_address': '101.137.184.234'}"
2025-11-23 21:52:53.798786,USER-0049,True,Authentication successful,{}
2025-11-23 21:52:53.798833,USER-0027,True,Authentication successful,"{'device_id': 'DEV-0042', 'location': 'office', 'ip_address': '35.37.134.78'}"
2025-11-23 21:52:53.798842,USER-0040,True,Authentication successful,{}
2025-11-23 21:52:53.798878,USER-0017,True,Authentication successful,"{'device_id': 'DEV-0059', 'location': 'hybrid', 'ip_address': '206.20.187.21'}"
2025-11-23 21:52:53.798887,USER-0044,True,Authentication successful,{}
2025-11-23 21:52:53.798902,USER-0043,True,Authentication successful,{}
2025-11-23 21:52:53.798922,USER-0038,True,Authentication successful,{}
2025-11-23 21:52:53.798957,USER-0005,True,Authentication successful,"{'device_id': 'DEV-0058', 'location': 'hybrid', 'ip_address': '34.53.235.149'}"
2025-11-23 21:52:53.798966,USER-0023,True,Authentication successful,{}
