timestamp,user_id,device_id,app_id,granted,reason,action
2025-11-23 21:52:53.794178,USER-0006,DEV-0043,APP-0002,False,"Authentication method not sufficient (required: ['mfa', 'password'])",
2025-11-23 21:52:53.798140,USER-0023,DEV-0046,APP-0009,False,"Authentication method not sufficient (required: ['mfa', 'password'])",
2025-11-23 21:52:53.798363,USER-0026,DEV-0039,APP-0009,False,"Device validation failed: Trust score too low (required: 70, current: 67)",
2025-11-23 21:52:53.798410,USER-0032,DEV-0014,APP-0006,False,Insufficient access level (required: 3),
2025-11-23 21:52:53.798454,USER-0016,DEV-0022,APP-0009,False,Insufficient access level (required: 2),
2025-11-23 21:52:53.798490,USER-0014,DEV-0040,APP-0005,False,Device validation failed: Device is not compliant,
2025-11-23 21:52:53.798502,USER-0007,DEV-0057,APP-0010,False,"Device validation failed: Trust score too low (required: 70, current: 60)",
2025-11-23 21:52:53.798581,USER-0034,DEV-0043,APP-0007,False,Authentication method not sufficient (required: ['password']),
2025-11-23 21:52:53.798595,USER-0035,DEV-0063,APP-0005,False,Insufficient access level (required: 4),
2025-11-23 21:52:53.798641,USER-0004,DEV-0042,APP-0009,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-23 21:52:53.798655,USER-0016,DEV-0044,APP-0006,False,Device validation failed: Device is not compliant,
2025-11-23 21:52:53.798730,USER-0021,DEV-0049,APP-0002,False,"Authentication method not sufficient (required: ['mfa', 'password'])",
2025-11-23 21:52:53.798743,USER-0004,DEV-0023,APP-0006,False,"Device validation failed: Trust score too low (required: 70, current: 65)",
2025-11-23 21:52:53.798787,USER-0049,DEV-0065,APP-0004,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-11-23 21:52:53.798843,USER-0040,DEV-0019,APP-0004,False,Authentication method not sufficient (required: ['password']),
2025-11-23 21:52:53.798888,USER-0044,DEV-0066,APP-0007,True,All ZTA policies satisfied,read
2025-11-23 21:52:53.798903,USER-0043,DEV-0036,APP-0004,False,Authentication method not sufficient (required: ['password']),
2025-11-23 21:52:53.798923,USER-0038,DEV-0071,APP-0010,False,"Device validation failed: Trust score too low (required: 70, current: 60)",
2025-11-23 21:52:53.798967,USER-0023,DEV-0046,APP-0004,False,Authentication method not sufficient (required: ['password']),
2025-11-23 21:52:53.798980,USER-0001,DEV-0030,APP-0006,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-23 21:52:53.799025,USER-0015,DEV-0022,APP-0001,False,Device validation failed: Device is quarantined,
2025-11-23 21:52:53.799037,USER-0011,DEV-0054,APP-0004,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-11-23 21:52:53.799089,USER-0033,DEV-0044,APP-0010,False,Device validation failed: Device is not compliant,
2025-11-23 21:52:53.799165,USER-0046,DEV-0040,APP-0006,False,Device validation failed: Device is not compliant,
2025-11-23 21:52:53.799184,USER-0049,DEV-0065,APP-0003,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-11-23 21:52:53.799196,USER-0013,DEV-0032,APP-0001,False,Device validation failed: Device is not compliant,
2025-11-23 21:52:53.799238,USER-0001,DEV-0030,APP-0008,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-23 21:52:53.799281,USER-0021,DEV-0049,APP-0005,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-23 21:52:53.799471,USER-0019,DEV-0010,APP-0005,True,All ZTA policies satisfied,read
2025-11-23 21:52:53.799667,USER-0005,DEV-0004,APP-0003,False,Insufficient access level (required: 2),
2025-11-23 21:52:53.799725,USER-0008,DEV-0035,APP-0003,False,"Device validation failed: Trust score too low (required: 70, current: 66)",
2025-11-23 21:52:53.799802,USER-0021,DEV-0072,APP-0010,False,"Device validation failed: Trust score too low (required: 70, current: 68)",
2025-11-23 21:52:53.799814,USER-0014,DEV-0040,APP-0002,False,Device validation failed: Device is not compliant,
2025-11-23 21:52:53.799833,USER-0019,DEV-0010,APP-0003,False,"Authentication method not sufficient (required: ['mfa', 'password'])",
2025-11-23 21:52:53.799859,USER-0037,DEV-0018,APP-0006,False,"Device validation failed: Trust score too low (required: 70, current: 64)",
