timestamp,user_id,device_id,app_id,granted,reason,action
2025-11-03 21:24:59.810084,USER-0022,DEV-0026,APP-0003,False,Insufficient access level (required: 4),
2025-11-03 21:24:59.810110,USER-0008,DEV-0059,APP-0003,False,"Device validation failed: Trust score too low (required: 70, current: 69)",
2025-11-03 21:24:59.810131,USER-0004,DEV-0005,APP-0001,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate'])",
2025-11-03 21:24:59.810151,USER-0026,DEV-0009,APP-0006,False,"Device validation failed: Trust score too low (required: 70, current: 69)",
2025-11-03 21:24:59.813056,USER-0010,DEV-0046,APP-0003,False,"Device validation failed: Trust score too low (required: 70, current: 64)",
2025-11-03 21:24:59.813117,USER-0009,DEV-0075,APP-0009,False,"Device validation failed: Trust score too low (required: 70, current: 63)",
2025-11-03 21:24:59.813129,USER-0010,DEV-0046,APP-0003,False,"Device validation failed: Trust score too low (required: 70, current: 64)",
2025-11-03 21:24:59.813141,USER-0027,DEV-0012,APP-0001,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.813160,USER-0018,DEV-0073,APP-0001,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-11-03 21:24:59.813255,USER-0002,DEV-0019,APP-0001,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.813333,USER-0008,DEV-0059,APP-0005,False,"Device validation failed: Trust score too low (required: 70, current: 69)",
2025-11-03 21:24:59.813373,USER-0019,DEV-0001,APP-0004,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.813413,USER-0027,DEV-0007,APP-0002,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.813452,USER-0025,DEV-0053,APP-0002,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.813467,USER-0016,DEV-0044,APP-0006,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.813479,USER-0047,DEV-0032,APP-0007,False,"Device validation failed: Trust score too low (required: 70, current: 64)",
2025-11-03 21:24:59.813544,USER-0024,DEV-0004,APP-0008,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.813588,USER-0022,DEV-0026,APP-0003,False,Insufficient access level (required: 4),
2025-11-03 21:24:59.813605,USER-0048,DEV-0065,APP-0010,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.813616,USER-0032,DEV-0058,APP-0006,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.813654,USER-0002,DEV-0063,APP-0004,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.813718,USER-0034,DEV-0003,APP-0007,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.813750,USER-0023,DEV-0007,APP-0001,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.813791,USER-0006,DEV-0057,APP-0008,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.813806,USER-0011,DEV-0062,APP-0006,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.813969,USER-0039,DEV-0069,APP-0010,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.814017,USER-0048,DEV-0065,APP-0005,False,"Authentication method not sufficient (required: ['mfa', 'password'])",
2025-11-03 21:24:59.814065,USER-0019,DEV-0001,APP-0006,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.814106,USER-0011,DEV-0045,APP-0003,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.814143,USER-0044,DEV-0070,APP-0006,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.814192,USER-0003,DEV-0062,APP-0009,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.814204,USER-0030,DEV-0053,APP-0010,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.814220,USER-0038,DEV-0031,APP-0007,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.814268,USER-0024,DEV-0004,APP-0003,False,Insufficient access level (required: 4),
2025-11-03 21:24:59.814307,USER-0039,DEV-0059,APP-0004,False,"Device validation failed: Trust score too low (required: 70, current: 69)",
2025-11-03 21:24:59.814318,USER-0033,DEV-0039,APP-0002,False,Insufficient access level (required: 4),
2025-11-03 21:24:59.814385,USER-0020,DEV-0063,APP-0007,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.814395,USER-0049,DEV-0060,APP-0008,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.814405,USER-0038,DEV-0031,APP-0007,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.814416,USER-0024,DEV-0004,APP-0009,False,User risk score too high (max: 30),
2025-11-03 21:24:59.814433,USER-0037,DEV-0002,APP-0010,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.814477,USER-0006,DEV-0057,APP-0002,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.814529,USER-0029,DEV-0020,APP-0001,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.814546,USER-0028,DEV-0011,APP-0001,False,"Device validation failed: Trust score too low (required: 70, current: 66)",
2025-11-03 21:24:59.814561,USER-0040,DEV-0039,APP-0001,False,Insufficient access level (required: 4),
2025-11-03 21:24:59.814571,USER-0034,DEV-0041,APP-0006,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.814596,USER-0044,DEV-0070,APP-0006,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.814691,USER-0048,DEV-0065,APP-0001,False,User risk score too high (max: 30),
2025-11-03 21:24:59.814726,USER-0048,DEV-0036,APP-0007,False,"Device validation failed: Trust score too low (required: 70, current: 60)",
2025-11-03 21:24:59.814774,USER-0011,DEV-0002,APP-0007,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.814793,USER-0017,DEV-0024,APP-0004,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.814805,USER-0036,DEV-0017,APP-0004,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.814854,USER-0001,DEV-0045,APP-0006,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.814878,USER-0050,DEV-0048,APP-0003,False,Insufficient access level (required: 4),
2025-11-03 21:24:59.814920,USER-0046,DEV-0030,APP-0008,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-03 21:24:59.814956,USER-0038,DEV-0031,APP-0003,False,User risk score too high (max: 30),
2025-11-03 21:24:59.815021,USER-0045,DEV-0066,APP-0010,False,"Device validation failed: Trust score too low (required: 70, current: 67)",
2025-11-03 21:24:59.815031,USER-0044,DEV-0070,APP-0007,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.815041,USER-0046,DEV-0030,APP-0007,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-03 21:24:59.815051,USER-0005,DEV-0013,APP-0008,False,"Insufficient access level (required: 3); Authentication method not sufficient (required: ['mfa', 'biometric'])",
2025-11-03 21:24:59.815098,USER-0049,DEV-0029,APP-0004,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.815109,USER-0041,DEV-0052,APP-0004,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.815185,USER-0015,DEV-0061,APP-0006,False,"Device validation failed: Trust score too low (required: 70, current: 68)",
2025-11-03 21:24:59.815222,USER-0027,DEV-0002,APP-0005,False,"Authentication method not sufficient (required: ['mfa', 'password'])",
2025-11-03 21:24:59.815234,USER-0046,DEV-0030,APP-0002,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-03 21:24:59.815278,USER-0014,DEV-0018,APP-0007,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.815368,USER-0021,DEV-0014,APP-0003,False,Insufficient access level (required: 4),
2025-11-03 21:24:59.815466,USER-0025,DEV-0075,APP-0008,False,"Device validation failed: Trust score too low (required: 70, current: 63)",
2025-11-03 21:24:59.815545,USER-0035,DEV-0022,APP-0001,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.815564,USER-0014,DEV-0018,APP-0003,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.815575,USER-0013,DEV-0006,APP-0008,False,"Device validation failed: Trust score too low (required: 70, current: 60)",
2025-11-03 21:24:59.815631,USER-0030,DEV-0053,APP-0008,False,"Insufficient access level (required: 3); Authentication method not sufficient (required: ['mfa', 'biometric']); User risk score too high (max: 30)",
2025-11-03 21:24:59.815703,USER-0047,DEV-0033,APP-0002,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-03 21:24:59.815713,USER-0050,DEV-0024,APP-0008,False,Insufficient access level (required: 3),
2025-11-03 21:24:59.815804,USER-0025,DEV-0052,APP-0008,False,"Authentication method not sufficient (required: ['mfa', 'biometric']); User risk score too high (max: 30)",
2025-11-03 21:24:59.815815,USER-0009,DEV-0075,APP-0004,False,"Device validation failed: Trust score too low (required: 70, current: 63)",
2025-11-03 21:24:59.815852,USER-0019,DEV-0001,APP-0005,False,"Authentication method not sufficient (required: ['mfa', 'password']); User risk score too high (max: 50)",
2025-11-03 21:24:59.815864,USER-0037,DEV-0028,APP-0005,False,Insufficient access level (required: 2),
2025-11-03 21:24:59.815875,USER-0025,DEV-0027,APP-0006,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.815891,USER-0033,DEV-0025,APP-0005,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.815901,USER-0003,DEV-0062,APP-0007,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.815911,USER-0044,DEV-0070,APP-0001,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.815982,USER-0017,DEV-0024,APP-0008,False,User risk score too high (max: 30),
2025-11-03 21:24:59.816088,USER-0047,DEV-0055,APP-0003,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.816160,USER-0021,DEV-0012,APP-0005,False,Insufficient access level (required: 2),
2025-11-03 21:24:59.816205,USER-0014,DEV-0018,APP-0007,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.816252,USER-0041,DEV-0038,APP-0005,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.816322,USER-0014,DEV-0018,APP-0010,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.816366,USER-0025,DEV-0021,APP-0004,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.816439,USER-0001,DEV-0045,APP-0003,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.816455,USER-0046,DEV-0030,APP-0010,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-03 21:24:59.816473,USER-0012,DEV-0043,APP-0003,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.816520,USER-0034,DEV-0008,APP-0010,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.816616,USER-0020,DEV-0074,APP-0005,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.816642,USER-0020,DEV-0003,APP-0006,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.816681,USER-0028,DEV-0011,APP-0006,False,"Device validation failed: Trust score too low (required: 70, current: 66)",
2025-11-03 21:24:59.816692,USER-0028,DEV-0011,APP-0007,False,"Device validation failed: Trust score too low (required: 70, current: 66)",
2025-11-03 21:24:59.816735,USER-0049,DEV-0056,APP-0002,False,Device validation failed: Device is quarantined,
2025-11-03 21:24:59.816799,USER-0004,DEV-0005,APP-0003,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate']); User risk score too high (max: 30)",
2025-11-03 21:24:59.816849,USER-0017,DEV-0024,APP-0003,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.816860,USER-0005,DEV-0054,APP-0003,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate']); User risk score too high (max: 30)",
2025-11-03 21:24:59.816871,USER-0030,DEV-0015,APP-0010,False,User risk score too high (max: 50),
2025-11-03 21:24:59.816881,USER-0022,DEV-0026,APP-0001,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.816892,USER-0007,DEV-0027,APP-0001,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate'])",
2025-11-03 21:24:59.816903,USER-0010,DEV-0046,APP-0003,False,"Device validation failed: Trust score too low (required: 70, current: 64)",
2025-11-03 21:24:59.816918,USER-0013,DEV-0006,APP-0003,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-03 21:24:59.816956,USER-0002,DEV-0064,APP-0002,False,User risk score too high (max: 30),
2025-11-03 21:24:59.816968,USER-0022,DEV-0026,APP-0006,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.816979,USER-0001,DEV-0045,APP-0002,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.817071,USER-0010,DEV-0046,APP-0007,False,"Device validation failed: Trust score too low (required: 70, current: 64)",
2025-11-03 21:24:59.817118,USER-0007,DEV-0027,APP-0001,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate']); User risk score too high (max: 30)",
2025-11-03 21:24:59.817184,USER-0030,DEV-0015,APP-0006,False,User risk score too high (max: 50),
2025-11-03 21:24:59.817256,USER-0036,DEV-0017,APP-0002,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.817266,USER-0022,DEV-0026,APP-0002,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.817277,USER-0047,DEV-0071,APP-0001,False,User risk score too high (max: 30),
2025-11-03 21:24:59.817287,USER-0011,DEV-0069,APP-0002,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.817298,USER-0005,DEV-0054,APP-0006,False,User risk score too high (max: 50),
2025-11-03 21:24:59.817399,USER-0022,DEV-0026,APP-0010,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.817411,USER-0022,DEV-0026,APP-0001,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.817472,USER-0008,DEV-0040,APP-0010,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.817540,USER-0018,DEV-0073,APP-0001,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-11-03 21:24:59.817550,USER-0044,DEV-0070,APP-0003,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.817571,USER-0015,DEV-0061,APP-0004,False,"Device validation failed: Trust score too low (required: 70, current: 68)",
2025-11-03 21:24:59.817635,USER-0035,DEV-0069,APP-0006,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.817699,USER-0039,DEV-0036,APP-0006,False,"Device validation failed: Trust score too low (required: 70, current: 60)",
2025-11-03 21:24:59.817710,USER-0040,DEV-0040,APP-0010,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.817721,USER-0046,DEV-0030,APP-0005,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-03 21:24:59.817758,USER-0041,DEV-0052,APP-0004,False,User risk score too high (max: 50),
2025-11-03 21:24:59.817806,USER-0024,DEV-0004,APP-0003,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.817816,USER-0046,DEV-0030,APP-0003,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-03 21:24:59.817858,USER-0017,DEV-0024,APP-0006,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.817870,USER-0018,DEV-0073,APP-0010,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-11-03 21:24:59.817880,USER-0013,DEV-0010,APP-0002,False,Device validation failed: Device is quarantined,
2025-11-03 21:24:59.817890,USER-0050,DEV-0038,APP-0001,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.817928,USER-0041,DEV-0038,APP-0005,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.818037,USER-0007,DEV-0027,APP-0003,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate']); User risk score too high (max: 30)",
2025-11-03 21:24:59.818080,USER-0008,DEV-0051,APP-0009,False,Device validation failed: Device is quarantined,
2025-11-03 21:24:59.818165,USER-0040,DEV-0057,APP-0008,False,Insufficient access level (required: 3); User risk score too high (max: 30),
2025-11-03 21:24:59.818288,USER-0036,DEV-0017,APP-0008,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.818298,USER-0004,DEV-0005,APP-0004,False,User risk score too high (max: 50),
2025-11-03 21:24:59.818417,USER-0049,DEV-0060,APP-0007,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.818427,USER-0039,DEV-0064,APP-0006,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.818550,USER-0005,DEV-0013,APP-0008,False,"Insufficient access level (required: 3); Authentication method not sufficient (required: ['mfa', 'biometric']); User risk score too high (max: 30)",
2025-11-03 21:24:59.818562,USER-0016,DEV-0044,APP-0010,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.818588,USER-0025,DEV-0026,APP-0001,False,User risk score too high (max: 30),
2025-11-03 21:24:59.818761,USER-0019,DEV-0001,APP-0008,False,User risk score too high (max: 30),
2025-11-03 21:24:59.818825,USER-0050,DEV-0038,APP-0008,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.818834,USER-0020,DEV-0063,APP-0002,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.818910,USER-0008,DEV-0051,APP-0006,False,Device validation failed: Device is quarantined,
2025-11-03 21:24:59.818920,USER-0015,DEV-0061,APP-0009,False,"Device validation failed: Trust score too low (required: 70, current: 68)",
2025-11-03 21:24:59.818931,USER-0046,DEV-0030,APP-0006,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-03 21:24:59.818941,USER-0008,DEV-0059,APP-0007,False,"Device validation failed: Trust score too low (required: 70, current: 69)",
2025-11-03 21:24:59.818958,USER-0017,DEV-0024,APP-0004,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.818968,USER-0039,DEV-0005,APP-0001,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.818979,USER-0050,DEV-0013,APP-0003,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.818990,USER-0014,DEV-0018,APP-0006,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.819001,USER-0001,DEV-0045,APP-0006,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.819019,USER-0031,DEV-0039,APP-0002,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.819086,USER-0011,DEV-0053,APP-0007,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.819097,USER-0042,DEV-0067,APP-0009,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.819173,USER-0045,DEV-0050,APP-0010,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.819254,USER-0007,DEV-0027,APP-0010,False,User risk score too high (max: 50),
2025-11-03 21:24:59.819296,USER-0022,DEV-0026,APP-0004,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.819308,USER-0007,DEV-0027,APP-0001,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate']); User risk score too high (max: 30)",
2025-11-03 21:24:59.819351,USER-0005,DEV-0054,APP-0010,False,User risk score too high (max: 50),
2025-11-03 21:24:59.819446,USER-0024,DEV-0072,APP-0010,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.819456,USER-0002,DEV-0019,APP-0008,False,"Authentication method not sufficient (required: ['mfa', 'biometric']); User risk score too high (max: 30)",
2025-11-03 21:24:59.819470,USER-0023,DEV-0007,APP-0008,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.819506,USER-0016,DEV-0044,APP-0009,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.819569,USER-0002,DEV-0048,APP-0010,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.819643,USER-0036,DEV-0017,APP-0002,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.819653,USER-0022,DEV-0026,APP-0008,False,User risk score too high (max: 30),
2025-11-03 21:24:59.819722,USER-0008,DEV-0059,APP-0005,False,"Device validation failed: Trust score too low (required: 70, current: 69)",
2025-11-03 21:24:59.819734,USER-0008,DEV-0051,APP-0001,False,Device validation failed: Device is quarantined,
2025-11-03 21:24:59.819759,USER-0035,DEV-0022,APP-0003,False,User risk score too high (max: 30),
2025-11-03 21:24:59.819838,USER-0032,DEV-0058,APP-0001,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.819887,USER-0027,DEV-0053,APP-0003,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.819898,USER-0036,DEV-0017,APP-0002,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.819908,USER-0014,DEV-0018,APP-0004,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.819924,USER-0022,DEV-0026,APP-0005,False,User risk score too high (max: 50),
2025-11-03 21:24:59.819958,USER-0019,DEV-0001,APP-0005,False,Device validation failed: Device is quarantined,
2025-11-03 21:24:59.819974,USER-0026,DEV-0025,APP-0006,False,Device validation failed: Device is not compliant,
